,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color
0,Afghanistan,33.93911,67.709953,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
106,Namibia,-22.9576,18.4904,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
107,Nepal,28.1667,84.25,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
108,Netherlands,107.0442,-264.9603,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
109,New Zealand,-40.9006,174.886,2020-01-22,0,0,0,0,0,0,1.654354474099609,Oceania,green
110,Nicaragua,12.865416,-85.207229,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
111,Niger,17.607789,8.081666,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
112,Nigeria,9.082,8.6753,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
105,Morocco,31.7917,-7.0926,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
113,North Macedonia,41.6086,21.7453,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
115,Oman,21.512583,55.92325500000001,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
116,Pakistan,30.3753,69.3451,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
117,Panama,8.538,-80.7821,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
118,Papua New Guinea,-6.314993,143.95555,2020-01-22,0,0,0,0,0,0,1.654354474099609,Oceania,green
119,Paraguay,-23.4425,-58.4438,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
120,Peru,-9.19,-75.0152,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
121,Poland,51.9194,19.1451,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
114,Norway,60.472,8.4689,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
104,Montenegro,42.708678000000006,19.37439,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
103,Mongolia,46.8625,103.8467,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
102,Monaco,43.7333,7.4167,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
85,Kyrgyzstan,41.20438,74.766098,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
86,Latvia,56.8796,24.6032,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
87,Lebanon,33.8547,35.8623,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
88,Lesotho,-29.61,28.2336,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
89,Liberia,6.4280550000000005,-9.429499,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
90,Libya,26.3351,17.228331,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
91,Liechtenstein,47.14,9.55,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
92,Lithuania,55.1694,23.8813,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
93,Luxembourg,49.8153,6.1296,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
95,Malawi,-13.2543,34.3015,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
96,Maldives,3.2028,73.2207,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
97,Mali,17.570692,-3.996166000000001,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
98,Malta,35.9375,14.3754,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
99,Mauritania,21.0079,-10.9408,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
100,Mexico,23.6345,-102.5528,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
101,Moldova,47.4116,28.3699,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
122,Portugal,39.3999,-8.2245,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
124,Romania,45.9432,24.9668,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
125,Rwanda,-1.9403,29.8739,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
126,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
148,Tanzania,-6.369028,34.888822,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
149,Thailand,15.870032,100.992541,2020-01-22,2,0,0,2,0,0,1.654354474099609,Asia,orange
150,Togo,8.6195,0.8248,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
151,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
152,Tunisia,33.886917,9.537499,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
153,Turkey,38.9637,35.2433,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
154,United States of America,40.0,-100.0,2020-01-22,1,0,0,1,0,0,1.654354474099609,Americas,navy
155,Uganda,1.373333,32.290275,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
156,Ukraine,48.3794,31.1656,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
157,United Kingdom,270.02989800000006,-482.92466599999995,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
158,Uruguay,-32.5228,-55.7658,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
159,Uzbekistan,41.377491,64.585262,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
160,Venezuela,6.4238,-66.5897,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
161,West Bank and Gaza,31.9522,35.2332,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
162,Western Sahara,24.2155,-12.8858,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
163,Zambia,-13.133897,27.849332,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
164,Zimbabwe,-19.015438,29.154857,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
147,Tajikistan,38.861,71.2761,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
84,Kosovo,42.602636,20.902977,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
146,Taiwan,23.7,121.0,2020-01-22,1,0,0,1,0,0,1.654354474099609,Asia,orange
144,Sweden,60.128161,18.643501,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
127,Saint Lucia,13.9094,-60.9789,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
128,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
129,San Marino,43.9424,12.4578,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
130,Sao Tome and Principe,0.1864,6.6131,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
131,Saudi Arabia,23.885942,45.079162,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
132,Senegal,14.4974,-14.4524,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
133,Serbia,44.0165,21.0059,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
134,Seychelles,-4.6796,55.492,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
135,Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
136,Singapore,1.2833,103.8333,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
137,Slovakia,48.669,19.699,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
138,Slovenia,46.1512,14.9955,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
139,Somalia,5.152149,46.199616,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
140,South Africa,-30.5595,22.9375,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
141,Sri Lanka,7.873054,80.77179699999998,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
142,Sudan,12.8628,30.2176,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
143,Suriname,3.9193,-56.0278,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
145,Switzerland,46.8182,8.2275,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
83,South Korea,35.90775700000001,127.766922,2020-01-22,1,0,0,1,0,0,1.654354474099609,Asia,orange
123,Qatar,25.3548,51.1839,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
81,Kazakhstan,48.0196,66.9237,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
22,Botswana,-22.3285,24.6849,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
23,Brazil,-14.235,-51.9253,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
24,Brunei,4.5353,114.7277,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
25,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
26,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
27,Burma,21.9162,95.956,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
28,Burundi,-3.3731,29.9189,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
29,Cabo Verde,16.5388,-23.0418,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
30,Cambodia,11.55,104.9167,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
31,Central African Republic,6.6111,20.9394,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
32,Chad,15.4542,18.7322,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
33,Chile,-35.6751,-71.543,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
34,Colombia,4.5709,-74.2973,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
35,Comoros,-11.6455,43.3333,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
36,Congo,-0.228,15.8277,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
37,Congo,-4.0383,21.7587,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
38,Costa Rica,9.7489,-83.7534,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
21,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
39,Côte d'Ivoire,7.54,-5.5471,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
20,Bolivia,-16.2902,-63.5887,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
18,Benin,9.3077,2.3158,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
82,Kenya,-0.0236,37.9062,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
2,Algeria,28.0339,1.6596,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
3,Andorra,42.5063,1.5218,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
4,Angola,-11.2027,17.8739,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
5,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
6,Argentina,-38.4161,-63.6167,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
7,Armenia,40.0691,45.0382,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
8,Australia,-256.85020000000003,1130.8438999999998,2020-01-22,0,0,0,0,0,0,1.654354474099609,Oceania,green
9,Austria,47.5162,14.5501,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
10,Azerbaijan,40.1431,47.5769,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
11,Bahamas,25.025885,-78.035889,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
12,Bahrain,26.0275,50.55,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
13,Bangladesh,23.685,90.3563,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
14,Barbados,13.1939,-59.5432,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
15,Belarus,53.7098,27.9534,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
16,Belgium,50.8333,4.469936,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
17,Belize,17.1899,-88.4976,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
19,Bhutan,27.5142,90.4336,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
40,Croatia,45.1,15.2,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
1,Albania,41.1533,20.1683,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
80,Jordan,31.24,36.51,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
63,Guatemala,15.7835,-90.2308,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
64,Guinea,9.9456,-9.6966,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
65,Guinea-Bissau,11.8037,-15.1804,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
66,Guyana,4.860416000000002,-58.93018000000001,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
67,Haiti,18.9712,-72.2852,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
68,Holy See,41.9029,12.4534,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
41,Cuba,21.521757,-77.78116700000002,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
70,Hungary,47.1625,19.5033,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
71,Iceland,64.9631,-19.0208,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
72,India,20.593684,78.96288,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
73,Indonesia,-0.7893,113.9213,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
74,Iran,32.427908,53.68804599999999,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
75,Iraq,33.223191,43.679291,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
76,Ireland,53.1424,-7.6921,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
77,Italy,41.87194,12.56738,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
78,Jamaica,18.1096,-77.2975,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
79,Japan,36.204824,138.252924,2020-01-22,2,0,0,2,0,0,1.654354474099609,Asia,orange
62,Greece,39.0742,21.8243,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
61,Ghana,7.9465,-1.0232,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
69,Honduras,15.2,-86.2419,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
59,Gambia,13.4432,-15.3101,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
60,Georgia,42.3154,43.3569,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
42,Cyprus,35.1264,33.4299,2020-01-22,0,0,0,0,0,0,1.654354474099609,Asia,orange
43,Denmark,189.8634,-40.014300000000006,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
45,Djibouti,11.8251,42.5903,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
47,Dominican Republic,18.7357,-70.1627,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
48,Ecuador,-1.8312,-78.1834,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
49,El Salvador,13.7942,-88.8965,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
46,Dominica,15.415,-61.371,2020-01-22,0,0,0,0,0,0,1.654354474099609,Americas,navy
51,Eritrea,15.1794,39.7823,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
50,Equatorial Guinea,1.6508,10.2679,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
57,France,91.39739499999999,60.04088600000003,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
56,Finland,61.92411,25.748151,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
55,Fiji,-17.7134,178.065,2020-01-22,0,0,0,0,0,0,1.654354474099609,Oceania,green
58,Gabon,-0.8037,11.6094,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
53,Eswatini,-26.5225,31.4659,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
52,Estonia,58.5953,25.0136,2020-01-22,0,0,0,0,0,0,1.654354474099609,Europe,red
54,Ethiopia,9.145,40.4897,2020-01-22,0,0,0,0,0,0,1.654354474099609,Africa,cyan
275,Nicaragua,12.865416,-85.207229,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
269,Montenegro,42.708678000000006,19.37439,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
270,Morocco,31.7917,-7.0926,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
271,Namibia,-22.9576,18.4904,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
272,Nepal,28.1667,84.25,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
273,Netherlands,107.0442,-264.9603,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
274,New Zealand,-40.9006,174.886,2020-01-23,0,0,0,0,0,0,1.654354474099609,Oceania,green
276,Niger,17.607789,8.081666,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
285,Peru,-9.19,-75.0152,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
278,North Macedonia,41.6086,21.7453,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
279,Norway,60.472,8.4689,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
280,Oman,21.512583,55.92325500000001,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
281,Pakistan,30.3753,69.3451,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
282,Panama,8.538,-80.7821,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
283,Papua New Guinea,-6.314993,143.95555,2020-01-23,0,0,0,0,0,0,1.654354474099609,Oceania,green
284,Paraguay,-23.4425,-58.4438,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
277,Nigeria,9.082,8.6753,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
268,Mongolia,46.8625,103.8467,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
248,South Korea,35.90775700000001,127.766922,2020-01-23,1,0,0,1,0,0,1.654354474099609,Asia,orange
266,Moldova,47.4116,28.3699,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
286,Poland,51.9194,19.1451,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
249,Kosovo,42.602636,20.902977,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
250,Kyrgyzstan,41.20438,74.766098,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
251,Latvia,56.8796,24.6032,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
252,Lebanon,33.8547,35.8623,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
253,Lesotho,-29.61,28.2336,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
254,Liberia,6.4280550000000005,-9.429499,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
255,Libya,26.3351,17.228331,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
267,Monaco,43.7333,7.4167,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
256,Liechtenstein,47.14,9.55,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
258,Luxembourg,49.8153,6.1296,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
260,Malawi,-13.2543,34.3015,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
261,Maldives,3.2028,73.2207,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
262,Mali,17.570692,-3.996166000000001,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
263,Malta,35.9375,14.3754,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
264,Mauritania,21.0079,-10.9408,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
265,Mexico,23.6345,-102.5528,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
257,Lithuania,55.1694,23.8813,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
287,Portugal,39.3999,-8.2245,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
309,Sweden,60.128161,18.643501,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
290,Rwanda,-1.9403,29.8739,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
313,Tanzania,-6.369028,34.888822,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
314,Thailand,15.870032,100.992541,2020-01-23,3,0,0,3,0,0,1.654354474099609,Asia,orange
315,Togo,8.6195,0.8248,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
316,Trinidad and Tobago,10.6918,-61.2225,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
317,Tunisia,33.886917,9.537499,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
318,Turkey,38.9637,35.2433,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
319,United States of America,40.0,-100.0,2020-01-23,1,0,0,1,0,0,1.654354474099609,Americas,navy
320,Uganda,1.373333,32.290275,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
321,Ukraine,48.3794,31.1656,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
322,United Kingdom,270.02989800000006,-482.92466599999995,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
323,Uruguay,-32.5228,-55.7658,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
324,Uzbekistan,41.377491,64.585262,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
325,Venezuela,6.4238,-66.5897,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
326,West Bank and Gaza,31.9522,35.2332,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
327,Western Sahara,24.2155,-12.8858,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
328,Zambia,-13.133897,27.849332,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
329,Zimbabwe,-19.015438,29.154857,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
312,Tajikistan,38.861,71.2761,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
289,Romania,45.9432,24.9668,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
311,Taiwan,23.7,121.0,2020-01-23,1,0,0,1,0,0,1.654354474099609,Asia,orange
308,Suriname,3.9193,-56.0278,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
291,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
292,Saint Lucia,13.9094,-60.9789,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
293,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
294,San Marino,43.9424,12.4578,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
295,Sao Tome and Principe,0.1864,6.6131,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
296,Saudi Arabia,23.885942,45.079162,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
297,Senegal,14.4974,-14.4524,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
298,Serbia,44.0165,21.0059,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
299,Seychelles,-4.6796,55.492,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
300,Sierra Leone,8.460555000000001,-11.779889,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
301,Singapore,1.2833,103.8333,2020-01-23,1,0,0,1,0,0,1.654354474099609,Asia,orange
302,Slovakia,48.669,19.699,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
303,Slovenia,46.1512,14.9955,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
304,Somalia,5.152149,46.199616,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
305,South Africa,-30.5595,22.9375,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
306,Sri Lanka,7.873054,80.77179699999998,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
307,Sudan,12.8628,30.2176,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
310,Switzerland,46.8182,8.2275,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
247,Kenya,-0.0236,37.9062,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
288,Qatar,25.3548,51.1839,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
245,Jordan,31.24,36.51,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
187,Botswana,-22.3285,24.6849,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
188,Brazil,-14.235,-51.9253,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
189,Brunei,4.5353,114.7277,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
190,Bulgaria,42.7339,25.4858,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
191,Burkina Faso,12.2383,-1.5616,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
192,Burma,21.9162,95.956,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
193,Burundi,-3.3731,29.9189,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
194,Cabo Verde,16.5388,-23.0418,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
195,Cambodia,11.55,104.9167,2020-01-23,0,0,0,0,0,0,1.654354474099609,Asia,orange
196,Central African Republic,6.6111,20.9394,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
197,Chad,15.4542,18.7322,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
198,Chile,-35.6751,-71.543,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
199,Colombia,4.5709,-74.2973,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
200,Comoros,-11.6455,43.3333,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
201,Congo,-0.228,15.8277,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
202,Congo,-4.0383,21.7587,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
203,Costa Rica,9.7489,-83.7534,2020-01-23,0,0,0,0,0,0,1.654354474099609,Americas,navy
186,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0,0,0,0,0,0,1.654354474099609,Europe,red
204,Côte d'Ivoire,7.54,-5.5471,2020-01-23,0,0,0,0,0,0,1.654354474099609,Africa,cyan
