,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color,daily_conf,daily_death,daily_recovered,daily_conf_f,daily_recovered_f,daily_death_f
13748,Brazil,-14.235,-51.9253,2020-04-06,12161,564,127,"12,161",127,564,1.9292003721547055,Americas,navy,1031.0,78.0,0.0,"1,031",0,78
13749,Brunei,4.5353,114.7277,2020-04-06,135,1,82,135,82,1,1.7225301447979355,Asia,red,0.0,0.0,9.0,0,9,0
13750,Bulgaria,42.7339,25.4858,2020-04-06,549,22,39,549,39,22,1.7302389809870868,Europe,orange,18.0,2.0,2.0,18,2,2
13751,Burkina Faso,12.2383,-1.5616,2020-04-06,364,18,108,364,108,18,1.7287706312367723,Africa,cyan,19.0,1.0,18.0,19,18,1
13752,Burma,21.9162,95.956,2020-04-06,22,1,0,22,0,1,1.7225301447979355,Asia,red,1.0,0.0,0.0,1,0,0
13753,Burundi,-3.3731,29.9189,2020-04-06,3,0,0,3,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13754,Cabo Verde,16.5388,-23.0418,2020-04-06,7,1,1,7,1,1,1.7225301447979355,Africa,cyan,0.0,0.0,1.0,0,1,0
13755,Cambodia,11.55,104.9167,2020-04-06,114,0,53,114,53,0,1.722163057360357,Asia,red,0.0,0.0,3.0,0,3,0
13756,Cameroon,3.848,11.5021,2020-04-06,658,9,17,658,17,9,1.7254668442985648,Africa,cyan,8.0,0.0,0.0,8,0,0
13757,Central African Republic,6.6111,20.9394,2020-04-06,8,0,0,8,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13760,China,1083.3367,3684.4197,2020-04-06,82665,3335,77310,"82,665","77,310","3,335",2.946399661685096,Asia,red,63.0,2.0,103.0,63,103,2
13761,Colombia,4.5709,-74.2973,2020-04-06,1579,46,88,"1,579",88,46,1.7390490794889741,Americas,navy,94.0,11.0,0.0,94,0,11
13763,Congo,-4.0383,21.7587,2020-04-06,45,5,2,45,2,5,1.72399849454825,Africa,cyan,-109.0,-13.0,-1.0,-109,-1,-13
13764,Congo,-4.0383,21.7587,2020-04-06,161,18,5,161,5,18,1.7287706312367723,Africa,cyan,116.0,13.0,3.0,116,3,13
13765,Costa Rica,9.7489,-83.7534,2020-04-06,467,2,18,467,18,2,1.7228972322355143,Americas,navy,13.0,0.0,2.0,13,2,0
13766,Côte d'Ivoire,7.54,-5.5471,2020-04-06,323,3,41,323,41,3,1.7232643196730928,Africa,cyan,62.0,0.0,4.0,62,4,0
13747,Botswana,-22.3285,24.6849,2020-04-06,6,1,0,6,0,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
13767,Croatia,45.1,15.2,2020-04-06,1222,16,130,"1,222",130,16,1.728036456361615,Europe,orange,40.0,1.0,5.0,40,5,1
13758,Chad,15.4542,18.7322,2020-04-06,9,0,0,9,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13732,Armenia,40.0691,45.0382,2020-04-06,833,8,62,833,62,8,1.7250997568609858,Asia,red,11.0,1.0,5.0,11,5,1
13743,Benin,9.3077,2.3158,2020-04-06,26,1,5,26,5,1,1.7225301447979355,Africa,cyan,4.0,1.0,0.0,4,0,1
13726,Albania,41.1533,20.1683,2020-04-06,377,21,116,377,116,21,1.7298718935495083,Europe,orange,16.0,1.0,12.0,16,12,1
13727,Algeria,28.0339,1.6596,2020-04-06,1423,173,90,"1,423",90,173,1.7856691840614602,Africa,cyan,103.0,21.0,0.0,103,0,21
13731,Argentina,-38.4161,-63.6167,2020-04-06,1554,48,325,"1,554",325,48,1.7397832543641314,Americas,navy,103.0,4.0,45.0,103,45,4
13729,Angola,-11.2027,17.8739,2020-04-06,16,2,2,16,2,2,1.7228972322355143,Africa,cyan,2.0,0.0,0.0,2,0,0
13730,Antigua and Barbuda,17.0608,-61.7964,2020-04-06,15,0,0,15,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
13744,Bhutan,27.5142,90.4336,2020-04-06,5,0,2,5,2,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
13725,Afghanistan,33.0,65.0,2020-04-06,367,11,18,367,18,11,1.7262010191737218,Asia,red,18.0,4.0,3.0,18,3,4
13728,Andorra,42.5063,1.5218,2020-04-06,525,21,31,525,31,21,1.7298718935495083,Europe,orange,24.0,3.0,5.0,24,5,3
13736,Bahamas,25.0343,-77.3963,2020-04-06,29,5,4,29,4,5,1.72399849454825,Americas,navy,1.0,1.0,4.0,1,4,1
13737,Bahrain,26.0275,50.55,2020-04-06,756,4,458,756,458,4,1.7236314071106715,Asia,red,56.0,0.0,27.0,56,27,0
13734,Austria,47.5162,14.5501,2020-04-06,12297,220,3463,"12,297","3,463",220,1.802922293627656,Europe,orange,246.0,16.0,465.0,246,465,16
13735,Azerbaijan,40.1431,47.5769,2020-04-06,641,7,44,641,44,7,1.7247326694234073,Asia,red,57.0,0.0,12.0,57,12,0
13738,Bangladesh,23.685,90.3563,2020-04-06,123,12,33,123,33,12,1.7265681066113006,Asia,red,35.0,3.0,0.0,35,0,3
13739,Barbados,13.1939,-59.5432,2020-04-06,60,2,6,60,6,2,1.7228972322355143,Americas,navy,4.0,1.0,0.0,4,0,1
13740,Belarus,53.7098,27.9534,2020-04-06,700,13,53,700,53,13,1.7269351940488793,Europe,orange,138.0,5.0,1.0,138,1,5
13741,Belgium,50.8333,4.0,2020-04-06,20814,1632,3986,"20,814","3,986","1,632",2.321249755488685,Europe,orange,1123.0,185.0,235.0,"1,123",235,185
13742,Belize,13.1939,-59.5432,2020-04-06,7,1,0,7,0,1,1.7225301447979355,Americas,navy,2.0,1.0,0.0,2,0,1
13733,Australia,-255.9695,1129.8623,2020-04-06,5797,40,1080,"5,797","1,080",40,1.7368465548635021,Oceania,green,110.0,5.0,323.0,110,323,5
13759,Chile,-35.6751,-71.543,2020-04-06,4815,37,728,"4,815",728,37,1.7357452925507664,Americas,navy,344.0,3.0,110.0,344,110,3
13768,Cuba,22.0,-80.0,2020-04-06,350,9,18,350,18,9,1.7254668442985648,Americas,navy,30.0,1.0,3.0,30,3,1
13903,West Bank and Gaza,31.9522,35.2332,2020-04-06,254,1,24,254,24,1,1.7225301447979355,Asia,red,17.0,0.0,-1.0,17,-1,0
13770,Czech Republic,49.8175,15.473,2020-04-06,4822,78,121,"4,822",121,78,1.7507958774914902,Europe,orange,235.0,11.0,25.0,235,25,11
13795,Guinea-Bissau,11.8037,-15.1804,2020-04-06,18,0,0,18,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13796,Guyana,5.0,-58.75,2020-04-06,31,4,8,31,8,4,1.7236314071106715,Americas,navy,7.0,0.0,8.0,7,8,0
13797,Haiti,18.9712,-72.2852,2020-04-06,24,1,0,24,0,1,1.7225301447979355,Americas,navy,3.0,0.0,-1.0,3,-1,0
13798,Holy See,41.9029,12.4534,2020-04-06,7,0,0,7,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
13799,Honduras,15.2,-86.2419,2020-04-06,298,22,6,298,6,22,1.7302389809870868,Americas,navy,30.0,0.0,0.0,30,0,0
13800,Hungary,47.1625,19.5033,2020-04-06,744,38,67,744,67,38,1.7361123799883451,Europe,orange,11.0,4.0,1.0,11,1,4
13801,Iceland,64.9631,-19.0208,2020-04-06,1562,6,460,"1,562",460,6,1.7243655819858288,Europe,orange,76.0,2.0,32.0,76,32,2
13793,Guatemala,15.7835,-90.2308,2020-04-06,70,3,15,70,15,3,1.7232643196730928,Americas,navy,9.0,1.0,0.0,9,0,1
13803,Indonesia,-0.7893,113.9213,2020-04-06,2491,209,192,"2,491",192,209,1.798884331814291,Asia,red,218.0,11.0,28.0,218,28,11
13804,Iran,32.0,53.0,2020-04-06,60500,3739,24236,"60,500","24,236","3,739",3.0947029864668636,Asia,red,2274.0,136.0,4500.0,"2,274","4,500",136
13805,Iraq,33.0,44.0,2020-04-06,1031,64,344,"1,031",344,64,1.7456566533653894,Asia,red,70.0,3.0,65.0,70,65,3
13806,Ireland,53.1424,-7.6921,2020-04-06,5364,174,25,"5,364",25,174,1.786036271499039,Europe,orange,370.0,16.0,0.0,370,0,16
13807,Israel,31.0,35.0,2020-04-06,8904,57,585,"8,904",585,57,1.743087041302339,Asia,red,474.0,8.0,108.0,474,108,8
13808,Italy,43.0,12.0,2020-04-06,132547,16523,22837,"132,547","22,837","16,523",7.787548788472099,Europe,orange,3599.0,636.0,1022.0,"3,599","1,022",636
13809,Jamaica,18.1096,-77.2975,2020-04-06,58,3,8,58,8,3,1.7232643196730928,Americas,navy,0.0,0.0,0.0,0,0,0
13810,Japan,36.0,138.0,2020-04-06,3654,85,575,"3,654",575,85,1.7533654895545407,Asia,red,515.0,8.0,61.0,515,61,8
13811,Jordan,31.24,36.51,2020-04-06,349,6,126,349,126,6,1.7243655819858288,Asia,red,4.0,1.0,16.0,4,16,1
13812,Kazakhstan,48.0196,66.9237,2020-04-06,662,6,46,662,46,6,1.7243655819858288,Asia,red,78.0,0.0,4.0,78,4,0
13813,Kenya,-0.0236,37.9062,2020-04-06,158,6,4,158,4,6,1.7243655819858288,Africa,cyan,16.0,2.0,0.0,16,0,2
13794,Guinea,9.9456,-9.6966,2020-04-06,128,0,5,128,5,0,1.722163057360357,Africa,cyan,7.0,0.0,0.0,7,0,0
13769,Cyprus,35.1264,33.4299,2020-04-06,465,9,45,465,45,9,1.7254668442985648,Asia,red,19.0,0.0,8.0,19,8,0
13814,South Korea,36.0,128.0,2020-04-06,10284,186,6598,"10,284","6,598",186,1.7904413207499825,Asia,red,47.0,3.0,135.0,47,135,3
13791,Greece,39.0742,21.8243,2020-04-06,1755,79,269,"1,755",269,79,1.751162964929069,Europe,orange,20.0,6.0,191.0,20,191,6
13907,Zimbabwe,-20.0,30.0,2020-04-06,10,1,0,10,0,1,1.7225301447979355,Africa,cyan,1.0,0.0,0.0,1,0,0
13815,Kosovo,42.602636,20.902977,2020-04-06,145,1,23,145,23,1,1.7225301447979355,Europe,orange,0.0,0.0,0.0,0,0,0
13792,Grenada,12.1165,-61.679,2020-04-06,12,0,0,12,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
13773,Djibouti,11.8251,42.5903,2020-04-06,90,0,9,90,9,0,1.722163057360357,Africa,cyan,31.0,0.0,0.0,31,0,0
13774,Dominica,15.415,-61.371,2020-04-06,15,0,1,15,1,0,1.722163057360357,Americas,navy,1.0,0.0,1.0,1,1,0
13775,Dominican Republic,18.7357,-70.1627,2020-04-06,1828,86,33,"1,828",33,86,1.7537325769921193,Americas,navy,83.0,4.0,16.0,83,16,4
13778,El Salvador,13.7942,-88.8965,2020-04-06,69,4,5,69,5,4,1.7236314071106715,Americas,navy,7.0,1.0,3.0,7,3,1
13779,Equatorial Guinea,1.5,10.0,2020-04-06,16,0,3,16,3,0,1.722163057360357,Africa,cyan,0.0,0.0,2.0,0,2,0
13780,Eritrea,15.1794,39.7823,2020-04-06,31,0,0,31,0,0,1.722163057360357,Africa,cyan,2.0,0.0,0.0,2,0,0
13776,Ecuador,-1.8312,-78.1834,2020-04-06,3747,191,100,"3,747",100,191,1.7922767579378758,Americas,navy,101.0,11.0,0.0,101,0,11
13782,Eswatini,-26.5225,31.4659,2020-04-06,10,0,4,10,4,0,1.722163057360357,Africa,cyan,1.0,0.0,4.0,1,4,0
13777,Egypt,26.0,30.0,2020-04-06,1322,85,259,"1,322",259,85,1.7533654895545407,Africa,cyan,149.0,7.0,12.0,149,12,7
13784,Fiji,-17.7134,178.065,2020-04-06,14,0,0,14,0,0,1.722163057360357,Oceania,green,2.0,0.0,0.0,2,0,0
13785,Finland,64.0,26.0,2020-04-06,2176,27,300,"2,176",300,27,1.73207441817498,Europe,orange,249.0,-1.0,0.0,249,0,-1
13790,Ghana,7.9465,-1.0232,2020-04-06,214,5,31,214,31,5,1.72399849454825,Africa,cyan,0.0,0.0,0.0,0,0,0
13783,Ethiopia,9.145,40.4897,2020-04-06,44,2,4,44,4,2,1.7228972322355143,Africa,cyan,1.0,0.0,0.0,1,0,0
13788,Georgia,42.3154,43.3569,2020-04-06,188,2,39,188,39,2,1.7228972322355143,Asia,red,14.0,0.0,3.0,14,3,0
13789,Germany,51.0,9.0,2020-04-06,103374,1810,28700,"103,374","28,700","1,810",2.3865913193776818,Europe,orange,3251.0,226.0,0.0,"3,251",0,226
13771,Denmark,189.8634,-40.01430000000001,2020-04-06,4875,187,1489,"4,875","1,489",187,1.7908084081875613,Europe,orange,314.0,8.0,60.0,314,60,8
13787,Gambia,13.4432,-15.3101,2020-04-06,4,1,2,4,2,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14022,Mongolia,46.8625,103.8467,2020-04-07,15,0,4,15,4,0,1.722163057360357,Asia,red,0.0,0.0,2.0,0,2,0
14025,Namibia,-22.9576,18.4904,2020-04-07,16,0,3,16,3,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14027,Netherlands,107.0417,-265.0278,2020-04-07,19709,2108,22,"19,709",22,"2,108",2.495983375776114,Europe,orange,783.0,234.0,14.0,783,14,234
14026,Nepal,28.1667,84.25,2020-04-07,9,0,1,9,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
14032,North Macedonia,41.6086,21.7453,2020-04-07,599,26,30,599,30,26,1.7317073307374014,Europe,orange,29.0,3.0,0.0,29,0,3
14028,New Zealand,-40.9006,174.886,2020-04-07,1160,1,241,"1,160",241,1,1.7225301447979355,Oceania,green,54.0,0.0,65.0,54,65,0
14033,Norway,60.472,8.4689,2020-04-07,6086,89,32,"6,086",32,89,1.7548338393048553,Europe,orange,221.0,13.0,0.0,221,0,13
14035,Pakistan,30.3753,69.3451,2020-04-07,4263,61,467,"4,263",467,61,1.7445553910526534,Asia,red,228.0,4.0,38.0,228,38,4
14037,Papua New Guinea,-6.315,143.9555,2020-04-07,2,0,0,2,0,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
14044,Romania,45.9432,24.9668,2020-04-07,4417,197,460,"4,417",460,197,1.7944792825633475,Europe,orange,360.0,21.0,54.0,360,54,21
14040,Philippines,13.0,122.0,2020-04-07,3764,177,84,"3,764",84,177,1.787137533811775,Asia,red,104.0,14.0,11.0,104,11,14
14041,Poland,51.9194,19.1451,2020-04-07,4848,129,191,"4,848",191,129,1.7695173368080006,Europe,orange,435.0,22.0,29.0,435,29,22
14042,Portugal,39.3999,-8.2245,2020-04-07,12442,345,184,"12,442",184,345,1.8488082233249852,Europe,orange,712.0,34.0,44.0,712,44,34
14043,Qatar,25.3548,51.1839,2020-04-07,2057,6,150,"2,057",150,6,1.7243655819858288,Asia,red,225.0,2.0,19.0,225,19,2
14034,Oman,21.0,57.0,2020-04-07,371,2,67,371,67,2,1.7228972322355143,Asia,red,40.0,0.0,6.0,40,6,0
14024,Morocco,31.7917,-7.0926,2020-04-07,1184,90,93,"1,184",93,90,1.7552009267424338,Africa,cyan,64.0,10.0,12.0,64,12,10
14036,Panama,8.538,-80.7821,2020-04-07,2100,55,14,"2,100",14,55,1.7423528664271817,Americas,navy,112.0,1.0,1.0,112,1,1
14030,Niger,17.6078,8.0817,2020-04-07,278,11,26,278,26,11,1.7262010191737218,Africa,cyan,25.0,1.0,0.0,25,0,1
14039,Peru,-9.19,-75.0152,2020-04-07,2954,107,1301,"2,954","1,301",107,1.7614414131812706,Americas,navy,393.0,15.0,304.0,393,304,15
14029,Nicaragua,12.8654,-85.2072,2020-04-07,6,1,0,6,0,1,1.7225301447979355,Americas,navy,0.0,0.0,0.0,0,0,0
14008,Lithuania,55.1694,23.8813,2020-04-07,880,15,8,880,8,15,1.7276693689240363,Europe,orange,37.0,0.0,0.0,37,0,0
14047,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-07,11,0,0,11,0,0,1.722163057360357,Americas,navy,1.0,0.0,0.0,1,0,0
14048,Saint Lucia,13.9094,-60.9789,2020-04-07,14,0,1,14,1,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
14009,Luxembourg,49.8153,6.1296,2020-04-07,2970,44,500,"2,970",500,44,1.7383149046138167,Europe,orange,127.0,3.0,0.0,127,0,3
14023,Montenegro,42.5,19.3,2020-04-07,241,2,4,241,4,2,1.7228972322355143,Europe,orange,8.0,0.0,3.0,8,3,0
14011,Madagascar,-18.7669,46.8691,2020-04-07,88,0,7,88,7,0,1.722163057360357,Africa,cyan,6.0,0.0,5.0,6,5,0
14013,Malaysia,2.5,112.5,2020-04-07,3963,63,1321,"3,963","1,321",63,1.745289565927811,Asia,red,170.0,1.0,80.0,170,80,1
14014,Maldives,3.2028,73.2207,2020-04-07,19,0,13,19,13,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
14002,Latvia,56.8796,24.6032,2020-04-07,548,2,16,548,16,2,1.7228972322355143,Europe,orange,6.0,1.0,0.0,6,0,1
14015,Mali,17.570692,-3.996166000000001,2020-04-07,56,5,12,56,12,5,1.72399849454825,Africa,cyan,9.0,0.0,3.0,9,3,0
14017,Mauritania,21.0079,10.9408,2020-04-07,6,1,2,6,2,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14005,Liberia,6.4281,-9.4295,2020-04-07,14,3,3,14,3,3,1.7232643196730928,Africa,cyan,0.0,0.0,0.0,0,0,0
14018,Mauritius,-20.2,57.5,2020-04-07,268,7,8,268,8,7,1.7247326694234073,Africa,cyan,24.0,0.0,1.0,24,1,0
14020,Moldova,47.4116,28.3699,2020-04-07,1056,22,40,"1,056",40,22,1.7302389809870868,Europe,orange,91.0,3.0,3.0,91,3,3
14021,Monaco,43.7333,7.4167,2020-04-07,79,1,4,79,4,1,1.7225301447979355,Europe,orange,2.0,0.0,0.0,2,0,0
14012,Malawi,-13.254307999999998,34.301525,2020-04-07,8,1,0,8,0,1,1.7225301447979355,Africa,cyan,3.0,1.0,0.0,3,0,1
14045,Russia,60.0,90.0,2020-04-07,7497,58,494,"7,497",494,58,1.7434541287399177,Europe,orange,1154.0,11.0,88.0,"1,154",88,11
14003,Lebanon,33.8547,35.8623,2020-04-07,548,19,62,548,62,19,1.7291377186743508,Asia,red,7.0,0.0,2.0,7,2,0
14068,Switzerland,46.8182,8.2275,2020-04-07,22253,821,8704,"22,253","8,704",821,2.023541843612414,Europe,orange,596.0,56.0,648.0,596,648,56
14016,Malta,35.9375,14.3754,2020-04-07,293,0,5,293,5,0,1.722163057360357,Europe,orange,52.0,0.0,0.0,52,0,0
14006,Libya,26.3351,17.228331,2020-04-07,20,1,1,20,1,1,1.7225301447979355,Africa,cyan,1.0,0.0,0.0,1,0,0
14031,Nigeria,9.082,8.6753,2020-04-07,254,6,44,254,44,6,1.7243655819858288,Africa,cyan,16.0,1.0,9.0,16,9,1
14019,Mexico,23.6345,-102.5528,2020-04-07,2785,141,633,"2,785",633,141,1.7739223860589441,Americas,navy,346.0,16.0,0.0,346,0,16
14038,Paraguay,-23.4425,-58.4438,2020-04-07,115,5,15,115,15,5,1.72399849454825,Americas,navy,2.0,0.0,3.0,2,3,0
14046,Rwanda,-1.9403,29.8739,2020-04-07,105,0,7,105,7,0,1.722163057360357,Africa,cyan,0.0,0.0,3.0,0,3,0
14052,Saudi Arabia,24.0,45.0,2020-04-07,2795,41,615,"2,795",615,41,1.7372136423010809,Asia,red,190.0,3.0,64.0,190,64,3
14078,Uganda,1.0,32.0,2020-04-07,52,0,0,52,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14079,Ukraine,48.3794,31.1656,2020-04-07,1462,45,28,"1,462",28,45,1.7386819920513954,Europe,orange,143.0,7.0,0.0,143,0,7
14081,United Kingdom,270.0299,-482.9247,2020-04-07,55949,7483,325,"55,949",325,"7,483",4.469078352761264,Europe,orange,3670.0,1038.0,38.0,"3,670",38,"1,038"
14082,Uruguay,-32.5228,-55.7658,2020-04-07,424,7,150,424,150,7,1.7247326694234073,Americas,navy,9.0,1.0,27.0,9,27,1
14080,United Arab Emirates,24.0,54.0,2020-04-07,2359,12,186,"2,359",186,12,1.7265681066113006,Asia,red,283.0,1.0,19.0,283,19,1
14085,Vietnam,16.0,108.0,2020-04-07,249,0,123,249,123,0,1.722163057360357,Asia,red,4.0,0.0,28.0,4,28,0
14084,Venezuela,6.4238,-66.5897,2020-04-07,165,7,65,165,65,7,1.7247326694234073,Americas,navy,0.0,0.0,0.0,0,0,0
14083,Uzbekistan,41.3775,64.5853,2020-04-07,520,2,30,520,30,2,1.7228972322355143,Asia,red,63.0,0.0,0.0,63,0,0
14001,Laos,19.85627,102.495496,2020-04-07,14,0,0,14,0,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
14072,Thailand,15.0,101.0,2020-04-07,2258,27,888,"2,258",888,27,1.73207441817498,Asia,red,38.0,1.0,95.0,38,95,1
14089,Zambia,-15.4167,28.2833,2020-04-07,39,1,7,39,7,1,1.7225301447979355,Africa,cyan,0.0,0.0,2.0,0,2,0
14086,West Bank and Gaza,31.9522,35.2332,2020-04-07,261,1,42,261,42,1,1.7225301447979355,Asia,red,7.0,0.0,18.0,7,18,0
14075,Tunisia,34.0,9.0,2020-04-07,623,23,25,623,25,23,1.7306060684246656,Africa,cyan,27.0,1.0,20.0,27,20,1
14071,Tanzania,-6.369,34.8888,2020-04-07,24,1,5,24,5,1,1.7225301447979355,Africa,cyan,0.0,0.0,2.0,0,2,0
14090,Zimbabwe,-20.0,30.0,2020-04-07,11,2,0,11,0,2,1.7228972322355143,Africa,cyan,1.0,1.0,0.0,1,0,1
14087,Western Sahara,24.2155,-12.8858,2020-04-07,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14007,Liechtenstein,47.14,9.55,2020-04-07,78,1,55,78,55,1,1.7225301447979355,Europe,orange,1.0,0.0,0.0,1,0,0
14077,United States of America,37.0902,-95.7129,2020-04-07,397992,16290,21763,"397,992","21,763","16,290",7.702017415516278,Americas,navy,30782.0,2305.0,2182.0,"30,782","2,182","2,305"
14076,Turkey,38.9637,35.2433,2020-04-07,34109,725,1582,"34,109","1,582",725,1.9883014496048657,Asia,red,3892.0,76.0,256.0,"3,892",256,76
14069,Taiwan,23.7,121.0,2020-04-07,376,5,57,376,57,5,1.72399849454825,Asia,red,3.0,0.0,0.0,3,0,0
14059,Slovenia,46.1512,14.9955,2020-04-07,1059,36,102,"1,059",102,36,1.7353782051131876,Europe,orange,38.0,6.0,0.0,38,0,6
14053,Senegal,14.4974,-14.4524,2020-04-07,237,2,105,237,105,2,1.7228972322355143,Africa,cyan,11.0,0.0,13.0,11,13,0
14054,Serbia,44.0165,21.0059,2020-04-07,2447,61,0,"2,447",0,61,1.7445553910526534,Europe,orange,247.0,3.0,0.0,247,0,3
14055,Seychelles,-4.6796,55.492,2020-04-07,11,0,0,11,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14056,Sierra Leone,8.460555000000001,-11.779889,2020-04-07,6,0,0,6,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14073,Togo,8.6195,0.8248,2020-04-07,65,3,23,65,23,3,1.7232643196730928,Africa,cyan,7.0,0.0,0.0,7,0,0
14057,Singapore,1.2833,103.8333,2020-04-07,1481,6,377,"1,481",377,6,1.7243655819858288,Asia,red,106.0,0.0,33.0,106,33,0
14050,San Marino,43.9424,12.4578,2020-04-07,279,34,40,279,40,34,1.7346440302380304,Europe,orange,13.0,2.0,5.0,13,5,2
14060,Somalia,5.1521,46.1996,2020-04-07,8,0,1,8,1,0,1.722163057360357,Africa,cyan,1.0,0.0,0.0,1,0,0
14061,South Africa,-30.5595,22.9375,2020-04-07,1749,13,95,"1,749",95,13,1.7269351940488793,Africa,cyan,63.0,1.0,0.0,63,0,1
14062,South Sudan,6.877000000000002,31.307,2020-04-07,2,0,0,2,0,0,1.722163057360357,Africa,cyan,1.0,0.0,0.0,1,0,0
14063,Spain,40.0,-4.0,2020-04-07,141942,14045,43208,"141,942","43,208","14,045",6.8779061181522465,Europe,orange,5267.0,704.0,2771.0,"5,267","2,771",704
14064,Sri Lanka,7.0,81.0,2020-04-07,185,6,42,185,42,6,1.7243655819858288,Asia,red,7.0,1.0,4.0,7,4,1
14065,Sudan,12.8628,30.2176,2020-04-07,14,2,2,14,2,2,1.7228972322355143,Africa,cyan,2.0,0.0,0.0,2,0,0
14066,Suriname,3.9193,-56.0278,2020-04-07,10,1,0,10,0,1,1.7225301447979355,Americas,navy,0.0,0.0,0.0,0,0,0
14067,Sweden,63.0,16.0,2020-04-07,7693,591,0,"7,693",0,591,1.9391117329693288,Europe,orange,487.0,114.0,0.0,487,0,114
14058,Slovakia,48.669,19.699,2020-04-07,581,2,13,581,13,2,1.7228972322355143,Europe,orange,47.0,0.0,5.0,47,5,0
14049,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-07,8,0,1,8,1,0,1.722163057360357,Americas,navy,1.0,0.0,0.0,1,0,0
14051,Sao Tome and Principe,0.18636,6.613081,2020-04-07,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14074,Trinidad and Tobago,10.6918,-61.2225,2020-04-07,107,8,1,107,1,8,1.7250997568609858,Americas,navy,2.0,0.0,0.0,2,0,0
14000,Kyrgyzstan,41.2044,74.7661,2020-04-07,228,4,33,228,33,4,1.7236314071106715,Asia,red,12.0,0.0,0.0,12,0,0
13999,Kuwait,29.5,47.75,2020-04-07,743,1,105,743,105,1,1.7225301447979355,Asia,red,78.0,0.0,2.0,78,2,0
13998,Kosovo,42.602636,20.902977,2020-04-07,170,4,24,170,24,4,1.7236314071106715,Europe,orange,25.0,3.0,1.0,25,1,3
13938,Cambodia,11.55,104.9167,2020-04-07,115,0,58,115,58,0,1.722163057360357,Asia,red,1.0,0.0,5.0,1,5,0
13939,Cameroon,3.848,11.5021,2020-04-07,658,9,43,658,43,9,1.7254668442985648,Africa,cyan,0.0,0.0,26.0,0,26,0
13940,Central African Republic,6.6111,20.9394,2020-04-07,8,0,0,8,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13941,Chad,15.4542,18.7322,2020-04-07,10,0,2,10,2,0,1.722163057360357,Africa,cyan,1.0,0.0,2.0,1,2,0
13928,Bolivia,-16.2902,-63.5887,2020-04-07,194,14,2,194,2,14,1.7273022814864578,Americas,navy,11.0,3.0,0.0,11,0,3
13942,Chile,-35.6751,-71.543,2020-04-07,5116,43,898,"5,116",898,43,1.7379478171762381,Americas,navy,301.0,6.0,170.0,301,170,6
13944,Colombia,4.5709,-74.2973,2020-04-07,1780,50,100,"1,780",100,50,1.7405174292392886,Americas,navy,201.0,4.0,12.0,201,12,4
13933,Bulgaria,42.7339,25.4858,2020-04-07,577,23,42,577,42,23,1.7306060684246656,Europe,orange,28.0,1.0,3.0,28,3,1
13947,Congo,-4.0383,21.7587,2020-04-07,180,18,9,180,9,18,1.7287706312367723,Africa,cyan,19.0,0.0,4.0,19,4,0
13948,Costa Rica,9.7489,-83.7534,2020-04-07,483,2,24,483,24,2,1.7228972322355143,Americas,navy,16.0,0.0,6.0,16,6,0
13949,Côte d'Ivoire,7.54,-5.5471,2020-04-07,349,3,41,349,41,3,1.7232643196730928,Africa,cyan,26.0,0.0,0.0,26,0,0
13950,Croatia,45.1,15.2,2020-04-07,1282,18,167,"1,282",167,18,1.7287706312367723,Europe,orange,60.0,2.0,37.0,60,37,2
13931,Brazil,-14.235,-51.9253,2020-04-07,14034,686,127,"14,034",127,686,1.9739850395392988,Americas,navy,1873.0,122.0,0.0,"1,873",0,122
