,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color,daily_conf,daily_death,daily_recovered,daily_conf_f,daily_recovered_f,daily_death_f
24405,Greece,39.0742,21.8243,2020-06-03,2937,179,1374,"2,937","1,374",179,1.7878717086869322,Europe,orange,0.0,0.0,0.0,0,0,0
24402,Georgia,42.3154,43.3569,2020-06-03,800,13,640,800,640,13,1.7269351940488793,Asia,red,4.0,0.0,6.0,4,6,0
24645,Nigeria,9.082,8.6753,2020-06-04,11516,323,3535,"11,516","3,535",323,1.8407322996982551,Africa,cyan,350.0,8.0,206.0,350,206,8
24641,Netherlands,107.0417,-265.0278,2020-06-04,47148,6009,180,"47,148",180,"6,009",3.927991469770359,Europe,orange,209.0,13.0,0.0,209,0,13
24644,Niger,17.6078,8.0817,2020-06-04,963,65,860,963,860,65,1.7460237408029682,Africa,cyan,2.0,0.0,3.0,2,3,0
24643,Nicaragua,12.8654,-85.2072,2020-06-04,1118,46,370,"1,118",370,46,1.7390490794889741,Americas,navy,0.0,0.0,0.0,0,0,0
24642,New Zealand,-40.9006,174.886,2020-06-04,1504,22,1481,"1,504","1,481",22,1.7302389809870868,Oceania,green,0.0,0.0,0.0,0,0,0
24638,Morocco,31.7917,-7.0926,2020-06-04,8003,208,7195,"8,003","7,195",208,1.7985172443767126,Africa,cyan,81.0,2.0,329.0,81,329,2
24640,Nepal,28.1667,84.25,2020-06-04,2634,10,290,"2,634",290,10,1.7258339317361433,Asia,red,334.0,1.0,12.0,334,12,1
24639,Namibia,-22.9576,18.4904,2020-06-04,25,0,16,25,16,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
24646,North Macedonia,41.6086,21.7453,2020-06-04,2611,147,1621,"2,611","1,621",147,1.776124910684416,Europe,orange,119.0,2.0,16.0,119,16,2
24651,Papua New Guinea,-6.315,143.9555,2020-06-04,8,0,8,8,8,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
24648,Oman,21.0,57.0,2020-06-04,14316,67,3451,"14,316","3,451",67,1.7467579156781254,Asia,red,779.0,0.0,606.0,779,606,0
24649,Pakistan,30.3753,69.3451,2020-06-04,89249,1838,31198,"89,249","31,198","1,838",2.3968697676298834,Asia,red,3985.0,68.0,1070.0,"3,985","1,070",68
24650,Panama,8.538,-80.7821,2020-06-04,15044,363,9619,"15,044","9,619",363,1.8554157972014005,Americas,navy,435.0,6.0,100.0,435,100,6
24652,Paraguay,-23.4425,-58.4438,2020-06-04,1086,11,511,"1,086",511,11,1.7262010191737218,Americas,navy,16.0,0.0,0.0,16,0,0
24653,Peru,-9.19,-75.0152,2020-06-04,183198,5031,76228,"183,198","76,228","5,031",3.5689799558184556,Americas,navy,4284.0,137.0,3909.0,"4,284","3,909",137
24654,Philippines,13.0,122.0,2020-06-04,20382,984,4248,"20,382","4,248",984,2.083377095937731,Asia,red,634.0,10.0,95.0,634,95,10
24655,Poland,51.9194,19.1451,2020-06-04,25048,1117,12227,"25,048","12,227","1,117",2.1321997251356892,Europe,orange,361.0,2.0,213.0,361,213,2
24656,Portugal,39.3999,-8.2245,2020-06-04,33592,1455,20323,"33,592","20,323","1,455",2.256275279037267,Europe,orange,331.0,8.0,244.0,331,244,8
24647,Norway,60.472,8.4689,2020-06-04,8504,238,8138,"8,504","8,138",238,1.8095298675040712,Europe,orange,27.0,1.0,411.0,27,411,1
24637,Montenegro,42.5,19.3,2020-06-04,324,9,315,324,315,9,1.7254668442985648,Europe,orange,0.0,0.0,0.0,0,0,0
24617,Lebanon,33.8547,35.8623,2020-06-04,1306,28,731,"1,306",731,28,1.7324415056125586,Asia,red,50.0,1.0,7.0,50,7,1
24627,Malaysia,2.5,112.5,2020-06-04,8247,115,6559,"8,247","6,559",115,1.7643781126818996,Asia,red,277.0,0.0,28.0,277,28,0
24616,Latvia,56.8796,24.6032,2020-06-04,1082,25,760,"1,082",760,25,1.7313402432998228,Europe,orange,3.0,1.0,0.0,3,0,1
24618,Lesotho,-29.609988,28.233608,2020-06-04,4,0,2,4,2,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
24619,Liberia,6.4281,-9.4295,2020-06-04,321,28,175,321,175,28,1.7324415056125586,Africa,cyan,5.0,0.0,6.0,5,6,0
24620,Libya,26.3351,17.228331,2020-06-04,209,5,52,209,52,5,1.72399849454825,Africa,cyan,13.0,0.0,0.0,13,0,0
24621,Liechtenstein,47.14,9.55,2020-06-04,82,1,55,82,55,1,1.7225301447979355,Europe,orange,0.0,0.0,0.0,0,0,0
24622,Lithuania,55.1694,23.8813,2020-06-04,1687,71,1273,"1,687","1,273",71,1.74822626542844,Europe,orange,3.0,0.0,13.0,3,13,0
24623,Luxembourg,49.8153,6.1296,2020-06-04,4027,110,3874,"4,027","3,874",110,1.7625426754940066,Europe,orange,3.0,0.0,13.0,3,13,0
24636,Mongolia,46.8625,103.8467,2020-06-04,186,0,65,186,65,0,1.722163057360357,Asia,red,1.0,0.0,21.0,1,21,0
24635,Monaco,43.7333,7.4167,2020-06-04,99,4,92,99,92,4,1.7236314071106715,Europe,orange,0.0,0.0,2.0,0,2,0
24658,Romania,45.9432,24.9668,2020-06-04,19907,1305,13919,"19,907","13,919","1,305",2.2012121634004718,Europe,orange,238.0,9.0,119.0,238,119,9
24626,Malawi,-13.254307999999998,34.301525,2020-06-04,393,4,51,393,51,4,1.7236314071106715,Africa,cyan,24.0,0.0,0.0,24,0,0
24629,Mali,17.570692,-3.996166000000001,2020-06-04,1461,85,806,"1,461",806,85,1.7533654895545407,Africa,cyan,75.0,6.0,18.0,75,18,6
24630,Malta,35.9375,14.3754,2020-06-04,622,9,576,622,576,9,1.7254668442985648,Europe,orange,0.0,0.0,14.0,0,14,0
24631,Mauritania,21.0079,10.9408,2020-06-04,784,39,65,784,65,39,1.7364794674259236,Africa,cyan,39.0,5.0,8.0,39,8,5
24632,Mauritius,-20.2,57.5,2020-06-04,335,10,322,335,322,10,1.7258339317361433,Africa,cyan,0.0,0.0,0.0,0,0,0
24633,Mexico,23.6345,-102.5528,2020-06-04,105680,12545,74758,"105,680","74,758","12,545",6.327274961784299,Americas,navy,4442.0,816.0,2078.0,"4,442","2,078",816
24634,Moldova,47.4116,28.3699,2020-06-04,9018,315,5009,"9,018","5,009",315,1.8377956001976263,Europe,orange,223.0,5.0,146.0,223,146,5
24625,Madagascar,-18.7669,46.8691,2020-06-04,957,7,200,957,200,7,1.7247326694234073,Africa,cyan,49.0,1.0,5.0,49,5,1
24657,Qatar,25.3548,51.1839,2020-06-04,63741,45,39468,"63,741","39,468",45,1.7386819920513954,Asia,red,1581.0,0.0,1926.0,"1,581","1,926",0
24615,Laos,19.85627,102.495496,2020-06-04,19,0,18,19,18,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
24628,Maldives,3.2028,73.2207,2020-06-04,1872,7,648,"1,872",648,7,1.7247326694234073,Asia,red,22.0,0.0,4.0,22,4,0
24681,Sweden,63.0,16.0,2020-06-04,41883,4562,0,"41,883",0,"4,562",3.396815947594078,Europe,orange,1080.0,20.0,0.0,"1,080",0,20
24682,Switzerland,46.8182,8.2275,2020-06-04,30913,1921,28600,"30,913","28,600","1,921",2.4273380249489103,Europe,orange,20.0,0.0,0.0,20,0,0
24686,Thailand,15.0,101.0,2020-06-04,3101,58,2968,"3,101","2,968",58,1.7434541287399177,Asia,red,17.0,0.0,0.0,17,0,0
24687,Togo,8.6195,0.8248,2020-06-04,465,13,239,465,239,13,1.7269351940488793,Africa,cyan,13.0,0.0,3.0,13,3,0
24688,Trinidad and Tobago,10.6918,-61.2225,2020-06-04,117,8,108,117,108,8,1.7250997568609858,Americas,navy,0.0,0.0,0.0,0,0,0
24689,Tunisia,34.0,9.0,2020-06-04,1087,49,968,"1,087",968,49,1.74015034180171,Africa,cyan,0.0,0.0,3.0,0,3,0
24690,Turkey,38.9637,35.2433,2020-06-04,167410,4630,131778,"167,410","131,778","4,630",3.4217778933494247,Asia,red,988.0,21.0,926.0,988,926,21
24691,United States of America,37.0902,-95.7129,2020-06-04,1878543,108479,485002,"1,878,543","485,002","108,479",41.54344119845281,Americas,navy,21295.0,1035.0,5744.0,"21,295","5,744","1,035"
24694,United Arab Emirates,24.0,54.0,2020-06-04,37018,273,19572,"37,018","19,572",273,1.8223779278193235,Asia,red,659.0,3.0,419.0,659,419,3
24695,United Kingdom,270.0299,-482.9247,2020-06-04,283079,39987,1219,"283,079","1,219","39,987",16.400888423817133,Europe,orange,1809.0,176.0,7.0,"1,809",7,176
24692,Uganda,1.0,32.0,2020-06-04,522,0,82,522,82,0,1.722163057360357,Africa,cyan,15.0,0.0,0.0,15,0,0
24693,Ukraine,48.3794,31.1656,2020-06-04,25981,755,11468,"25,981","11,468",755,1.999314072732224,Europe,orange,596.0,13.0,630.0,596,630,13
24696,Uruguay,-32.5228,-55.7658,2020-06-04,832,23,709,832,709,23,1.7306060684246656,Americas,navy,4.0,0.0,11.0,4,11,0
24697,Uzbekistan,41.3775,64.5853,2020-06-04,3939,16,3087,"3,939","3,087",16,1.728036456361615,Asia,red,96.0,0.0,73.0,96,73,0
24698,Venezuela,6.4238,-66.5897,2020-06-04,2087,20,334,"2,087",334,20,1.7295048061119296,Americas,navy,135.0,0.0,0.0,135,0,0
24699,Vietnam,16.0,108.0,2020-06-04,328,0,302,328,302,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
24700,West Bank and Gaza,31.9522,35.2332,2020-06-04,464,3,377,464,377,3,1.7232643196730928,Asia,red,7.0,0.0,5.0,7,5,0
24671,Singapore,1.2833,103.8333,2020-06-04,36922,24,23904,"36,922","23,904",24,1.730973155862244,Asia,red,517.0,0.0,322.0,517,322,0
24702,Yemen,15.552727,48.516388,2020-06-04,453,103,17,453,17,103,1.759973063430956,Asia,red,34.0,8.0,0.0,34,0,8
24703,Zambia,-15.4167,28.2833,2020-06-04,1089,7,912,"1,089",912,7,1.7247326694234073,Africa,cyan,0.0,0.0,0.0,0,0,0
24614,Kyrgyzstan,41.2044,74.7661,2020-06-04,1899,20,1292,"1,899","1,292",20,1.7295048061119296,Asia,red,28.0,0.0,27.0,28,27,0
24669,Seychelles,-4.6796,55.492,2020-06-04,11,0,11,11,11,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
24613,Kuwait,29.5,47.75,2020-06-04,29921,236,17223,"29,921","17,223",236,1.8087956926289144,Asia,red,562.0,6.0,1473.0,562,"1,473",6
24578,Estonia,58.5953,25.0136,2020-06-04,1890,69,1663,"1,890","1,663",69,1.7474920905532825,Europe,orange,10.0,0.0,13.0,10,13,0
24683,Taiwan,23.7,121.0,2020-06-04,443,7,428,443,428,7,1.7247326694234073,Asia,red,0.0,0.0,0.0,0,0,0
24684,Tajikistan,38.861034,71.276093,2020-06-04,4289,48,2401,"4,289","2,401",48,1.7397832543641314,Asia,red,98.0,0.0,54.0,98,54,0
24662,Saint Lucia,13.9094,-60.9789,2020-06-04,19,0,18,19,18,0,1.722163057360357,Americas,navy,1.0,0.0,0.0,1,0,0
24663,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-04,26,0,15,26,15,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
24664,San Marino,43.9424,12.4578,2020-06-04,678,42,408,678,408,42,1.7375807297386596,Europe,orange,4.0,0.0,17.0,4,17,0
24665,Sao Tome and Principe,0.18636,6.613081,2020-06-04,485,12,68,485,68,12,1.7265681066113006,Africa,cyan,1.0,0.0,0.0,1,0,0
24666,Saudi Arabia,24.0,45.0,2020-06-04,93157,611,68965,"93,157","68,965",611,1.9464534817209016,Asia,red,1975.0,32.0,806.0,"1,975",806,32
24667,Senegal,14.4974,-14.4524,2020-06-04,4021,45,2162,"4,021","2,162",45,1.7386819920513954,Africa,cyan,89.0,0.0,99.0,89,99,0
24668,Serbia,44.0165,21.0059,2020-06-04,11571,246,6910,"11,571","6,910",246,1.8124665670047004,Europe,orange,48.0,1.0,58.0,48,58,1
24661,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-04,15,0,15,15,15,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
24659,Russia,60.0,90.0,2020-06-04,440538,5376,204197,"440,538","204,197","5,376",3.6956251217830847,Europe,orange,8823.0,168.0,8638.0,"8,823","8,638",168
24670,Sierra Leone,8.460555000000001,-11.779889,2020-06-04,914,47,491,914,491,47,1.7394161669265527,Africa,cyan,5.0,0.0,0.0,5,0,0
24672,Slovakia,48.669,19.699,2020-06-04,1526,28,1376,"1,526","1,376",28,1.7324415056125586,Europe,orange,1.0,0.0,1.0,1,1,0
24673,Slovenia,46.1512,14.9955,2020-06-04,1477,109,1359,"1,477","1,359",109,1.7621755880564278,Europe,orange,0.0,0.0,1.0,0,1,0
24674,Somalia,5.1521,46.1996,2020-06-04,2204,79,418,"2,204",418,79,1.751162964929069,Africa,cyan,58.0,0.0,12.0,58,12,0
24675,South Africa,-30.5595,22.9375,2020-06-04,40792,848,21311,"40,792","21,311",848,2.0334532044270373,Africa,cyan,3267.0,56.0,1629.0,"3,267","1,629",56
24676,South Sudan,6.877000000000002,31.307,2020-06-04,994,10,6,994,6,10,1.7258339317361433,Africa,cyan,0.0,0.0,0.0,0,0,0
24677,Spain,40.0,-4.0,2020-06-04,240660,27133,150376,"240,660","150,376","27,133",11.682346501181389,Europe,orange,334.0,5.0,0.0,334,0,5
24678,Sri Lanka,7.0,81.0,2020-06-04,1797,11,839,"1,797",839,11,1.7262010191737218,Asia,red,48.0,0.0,3.0,48,3,0
24679,Sudan,12.8628,30.2176,2020-06-04,5714,333,1825,"5,714","1,825",333,1.8444031740740416,Africa,cyan,215.0,19.0,114.0,215,114,19
24680,Suriname,3.9193,-56.0278,2020-06-04,82,1,9,82,9,1,1.7225301447979355,Americas,navy,8.0,0.0,0.0,8,0,0
24660,Rwanda,-1.9403,29.8739,2020-06-04,410,2,280,410,280,2,1.7228972322355143,Africa,cyan,13.0,0.0,9.0,13,9,0
24584,Gambia,13.4432,-15.3101,2020-06-04,26,1,20,26,20,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
24685,Tanzania,-6.369,34.8888,2020-06-04,509,21,183,509,183,21,1.7298718935495083,Africa,cyan,0.0,0.0,0.0,0,0,0
24566,Cyprus,35.1264,33.4299,2020-06-04,958,17,790,958,790,17,1.7284035437991938,Asia,red,0.0,0.0,0.0,0,0,0
24547,Bulgaria,42.7339,25.4858,2020-06-04,2585,147,1322,"2,585","1,322",147,1.776124910684416,Europe,orange,25.0,1.0,116.0,25,116,1
24548,Burkina Faso,12.2383,-1.5616,2020-06-04,885,53,760,885,760,53,1.7416186915520244,Africa,cyan,1.0,0.0,7.0,1,7,0
24549,Burma,21.9162,95.956,2020-06-04,236,6,148,236,148,6,1.7243655819858288,Asia,red,3.0,0.0,3.0,3,3,0
24550,Burundi,-3.3731,29.9189,2020-06-04,63,1,33,63,33,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
24551,Cabo Verde,16.5388,-23.0418,2020-06-04,502,5,239,502,239,5,1.72399849454825,Africa,cyan,25.0,0.0,1.0,25,1,0
24552,Cambodia,11.55,104.9167,2020-06-04,125,0,123,125,123,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
24553,Cameroon,3.848,11.5021,2020-06-04,6789,203,3705,"6,789","3,705",203,1.7966818071888193,Africa,cyan,204.0,3.0,29.0,204,29,3
24543,Bosnia and Herzegovina,43.9159,17.6791,2020-06-04,2594,159,1951,"2,594","1,951",159,1.7805299599353595,Europe,orange,43.0,2.0,12.0,43,12,2
24564,Croatia,45.1,15.2,2020-06-04,2247,103,2105,"2,247","2,105",103,1.759973063430956,Europe,orange,1.0,0.0,10.0,1,10,0
24554,Central African Republic,6.6111,20.9394,2020-06-04,1288,4,23,"1,288",23,4,1.7236314071106715,Africa,cyan,115.0,0.0,0.0,115,0,0
24557,China,1083.3367,3684.4197,2020-06-04,84171,4638,79415,"84,171","79,415","4,638",3.4247145928500538,Asia,red,11.0,0.0,11.0,11,11,0
24558,Colombia,4.5709,-74.2973,2020-06-04,33466,1099,12319,"33,466","12,319","1,099",2.1255921512592737,Americas,navy,1531.0,42.0,1148.0,"1,531","1,148",42
24559,Comoros,-11.6455,43.3333,2020-06-04,132,2,55,132,55,2,1.7228972322355143,Africa,cyan,0.0,0.0,28.0,0,28,0
24560,Congo,-4.0383,21.7587,2020-06-04,611,20,179,611,179,20,1.7295048061119296,Africa,cyan,0.0,0.0,0.0,0,0,0
24561,Congo,-4.0383,21.7587,2020-06-04,3644,78,495,"3,644",495,78,1.7507958774914902,Africa,cyan,3033.0,58.0,316.0,"3,033",316,58
24562,Costa Rica,9.7489,-83.7534,2020-06-04,1194,10,687,"1,194",687,10,1.7258339317361433,Americas,navy,37.0,0.0,2.0,37,2,0
24563,Côte d'Ivoire,7.54,-5.5471,2020-06-04,3262,35,1584,"3,262","1,584",35,1.7350111176756091,Africa,cyan,152.0,0.0,54.0,152,54,0
24544,Botswana,-22.3285,24.6849,2020-06-04,40,1,23,40,23,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
24542,Bolivia,-16.2902,-63.5887,2020-06-04,12245,415,1658,"12,245","1,658",415,1.8745043439554896,Americas,navy,607.0,15.0,151.0,607,151,15
24545,Brazil,-14.235,-51.9253,2020-06-04,614941,34021,254963,"614,941","254,963","34,021",14.210844771223009,Americas,navy,30925.0,1473.0,16346.0,"30,925","16,346","1,473"
24556,Chile,-35.6751,-71.543,2020-06-04,118292,1356,95631,"118,292","95,631","1,356",2.2199336227169826,Americas,navy,4664.0,81.0,4883.0,"4,664","4,883",81
24555,Chad,15.4542,18.7322,2020-06-04,828,66,633,828,633,66,1.7463908282405467,Africa,cyan,8.0,0.0,43.0,8,43,0
24541,Bhutan,27.5142,90.4336,2020-06-04,47,0,9,47,9,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
24528,Argentina,-38.4161,-63.6167,2020-06-04,20197,608,5993,"20,197","5,993",608,1.9453522194081656,Americas,navy,929.0,25.0,97.0,929,97,25
24529,Armenia,40.0691,45.0382,2020-06-04,11221,176,3468,"11,221","3,468",176,1.7867704463741962,Asia,red,697.0,6.0,14.0,697,14,6
24522,Afghanistan,33.0,65.0,2020-06-04,18054,300,1585,"18,054","1,585",300,1.8322892886339464,Asia,red,787.0,6.0,63.0,787,63,6
24523,Albania,41.1533,20.1683,2020-06-04,1197,33,898,"1,197",898,33,1.7342769428004519,Europe,orange,13.0,0.0,0.0,13,0,0
24524,Algeria,28.0339,1.6596,2020-06-04,9831,681,6297,"9,831","6,297",681,1.9721496023514056,Africa,cyan,98.0,8.0,79.0,98,79,8
24525,Andorra,42.5063,1.5218,2020-06-04,852,51,738,852,738,51,1.7408845166768672,Europe,orange,1.0,0.0,3.0,1,3,0
24526,Angola,-11.2027,17.8739,2020-06-04,86,4,18,86,18,4,1.7236314071106715,Africa,cyan,0.0,0.0,0.0,0,0,0
24527,Antigua and Barbuda,17.0608,-61.7964,2020-06-04,26,3,20,26,20,3,1.7232643196730928,Americas,navy,0.0,0.0,0.0,0,0,0
24530,Australia,-255.9695,1129.8623,2020-06-04,7247,102,6683,"7,247","6,683",102,1.7596059759933775,Oceania,green,7.0,0.0,35.0,7,35,0
24531,Austria,47.5162,14.5501,2020-06-04,16805,670,15717,"16,805","15,717",670,1.9681116405380408,Europe,orange,34.0,0.0,45.0,34,45,0
24532,Azerbaijan,40.1431,47.5769,2020-06-04,6522,78,3737,"6,522","3,737",78,1.7507958774914902,Asia,red,262.0,2.0,72.0,262,72,2
24533,Bahamas,25.0343,-77.3963,2020-06-04,102,11,55,102,55,11,1.7262010191737218,Americas,navy,0.0,0.0,0.0,0,0,0
24534,Bahrain,26.0275,50.55,2020-06-04,13296,21,7728,"13,296","7,728",21,1.7298718935495083,Asia,red,481.0,1.0,318.0,481,318,1
24535,Bangladesh,23.685,90.3563,2020-06-04,57563,781,12161,"57,563","12,161",781,2.008858346109269,Asia,red,2423.0,35.0,571.0,"2,423",571,35
24536,Barbados,13.1939,-59.5432,2020-06-04,92,7,81,92,81,7,1.7247326694234073,Americas,navy,0.0,0.0,0.0,0,0,0
24537,Belarus,53.7098,27.9534,2020-06-04,45981,253,21162,"45,981","21,162",253,1.8150361790677512,Europe,orange,865.0,5.0,991.0,865,991,5
24538,Belgium,50.8333,4.0,2020-06-04,58767,9548,16048,"58,767","16,048","9,548",5.227113911361139,Europe,orange,82.0,26.0,89.0,82,89,26
24539,Belize,13.1939,-59.5432,2020-06-04,18,2,16,18,16,2,1.7228972322355143,Americas,navy,0.0,0.0,0.0,0,0,0
24540,Benin,9.3077,2.3158,2020-06-04,261,3,151,261,151,3,1.7232643196730928,Africa,cyan,17.0,0.0,3.0,17,3,0
24546,Brunei,4.5353,114.7277,2020-06-04,141,2,138,141,138,2,1.7228972322355143,Asia,red,0.0,0.0,0.0,0,0,0
24565,Cuba,22.0,-80.0,2020-06-04,2119,83,1839,"2,119","1,839",83,1.7526313146793835,Americas,navy,12.0,0.0,9.0,12,9,0
24701,Western Sahara,24.2155,-12.8858,2020-06-04,9,1,6,9,6,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
24567,Czech Republic,49.8175,15.473,2020-06-04,9494,326,6809,"9,494","6,809",326,1.8418335620109911,Europe,orange,56.0,1.0,60.0,56,60,1
24592,Guinea-Bissau,11.8037,-15.1804,2020-06-04,1339,8,53,"1,339",53,8,1.7250997568609858,Africa,cyan,0.0,0.0,0.0,0,0,0
24593,Guyana,5.0,-58.75,2020-06-04,153,12,77,153,77,12,1.7265681066113006,Americas,navy,0.0,0.0,7.0,0,7,0
24594,Haiti,18.9712,-72.2852,2020-06-04,2640,50,24,"2,640",24,50,1.7405174292392886,Americas,navy,133.0,2.0,0.0,133,0,2
24595,Holy See,41.9029,12.4534,2020-06-04,12,0,2,12,2,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
24596,Honduras,15.2,-86.2419,2020-06-04,5880,243,648,"5,880",648,243,1.8113653046919649,Americas,navy,190.0,9.0,31.0,190,31,9
24597,Hungary,47.1625,19.5033,2020-06-04,3954,539,2205,"3,954","2,205",539,1.92002318621524,Europe,orange,23.0,5.0,15.0,23,15,5
24598,Iceland,64.9631,-19.0208,2020-06-04,1806,10,1794,"1,806","1,794",10,1.7258339317361433,Europe,orange,0.0,0.0,0.0,0,0,0
24590,Guatemala,15.7835,-90.2308,2020-06-04,6154,158,979,"6,154",979,158,1.780162872497781,Americas,navy,394.0,15.0,50.0,394,50,15
24600,Indonesia,-0.7893,113.9213,2020-06-04,28818,1721,8892,"28,818","8,892","1,721",2.3539205374331833,Asia,red,585.0,23.0,486.0,585,486,23
24601,Iran,32.0,53.0,2020-06-04,164270,8071,127485,"164,270","127,485","8,071",4.684925766057498,Asia,red,3574.0,59.0,2279.0,"3,574","2,279",59
24602,Iraq,33.0,44.0,2020-06-04,8840,271,4338,"8,840","4,338",271,1.8216437529441665,Asia,red,672.0,15.0,243.0,672,243,15
24603,Ireland,53.1424,-7.6921,2020-06-04,25142,1664,22698,"25,142","22,698","1,664",2.332996553491201,Europe,orange,31.0,5.0,0.0,31,0,5
24604,Israel,31.0,35.0,2020-06-04,17495,291,15013,"17,495","15,013",291,1.8289855016957393,Asia,red,118.0,0.0,30.0,118,30,0
24605,Italy,43.0,12.0,2020-06-04,234013,33689,161895,"234,013","161,895","33,689",14.088971741946903,Europe,orange,177.0,88.0,957.0,177,957,88
24606,Jamaica,18.1096,-77.2975,2020-06-04,591,10,368,591,368,10,1.7258339317361433,Americas,navy,0.0,0.0,7.0,0,7,0
24607,Japan,36.0,138.0,2020-06-04,16911,911,14785,"16,911","14,785",911,2.056579712994491,Asia,red,44.0,6.0,83.0,44,83,6
24608,Jordan,31.24,36.51,2020-06-04,765,9,566,765,566,9,1.7254668442985648,Asia,red,8.0,0.0,5.0,8,5,0
24609,Kazakhstan,48.0196,66.9237,2020-06-04,12067,52,6606,"12,067","6,606",52,1.7412516041144461,Asia,red,0.0,4.0,366.0,0,366,4
24610,Kenya,-0.0236,37.9062,2020-06-04,2340,78,592,"2,340",592,78,1.7507958774914902,Africa,cyan,124.0,4.0,39.0,124,39,4
24588,Greece,39.0742,21.8243,2020-06-04,2952,180,1374,"2,952","1,374",180,1.7882387961245108,Europe,orange,15.0,1.0,0.0,15,0,1
24589,Grenada,12.1165,-61.679,2020-06-04,23,0,18,23,18,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
24591,Guinea,9.9456,-9.6966,2020-06-04,3991,23,2512,"3,991","2,512",23,1.7306060684246656,Africa,cyan,58.0,0.0,180.0,58,180,0
24612,Kosovo,42.602636,20.902977,2020-06-04,1142,30,871,"1,142",871,30,1.7331756804877159,Europe,orange,0.0,0.0,0.0,0,0,0
24704,Zimbabwe,-20.0,30.0,2020-06-04,237,4,31,237,31,4,1.7236314071106715,Africa,cyan,15.0,0.0,2.0,15,2,0
24570,Djibouti,11.8251,42.5903,2020-06-04,4054,26,1685,"4,054","1,685",26,1.7317073307374014,Africa,cyan,119.0,0.0,49.0,119,49,0
24571,Dominica,15.415,-61.371,2020-06-04,18,0,16,18,16,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
24572,Dominican Republic,18.7357,-70.1627,2020-06-04,18319,520,11474,"18,319","11,474",520,1.9130485249012457,Americas,navy,279.0,4.0,250.0,279,250,4
24573,Ecuador,-1.8312,-78.1834,2020-06-04,40966,3486,20019,"40,966","20,019","3,486",3.0018298647594692,Americas,navy,0.0,0.0,0.0,0,0,0
24574,Egypt,26.0,30.0,2020-06-04,29767,1126,7756,"29,767","7,756","1,126",2.135503512073897,Africa,cyan,1152.0,38.0,406.0,"1,152",406,38
24577,Eritrea,15.1794,39.7823,2020-06-04,39,0,39,39,39,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
24568,Denmark,189.8634,-40.01430000000001,2020-06-04,12011,582,10820,"12,011","10,820",582,1.9358079460311208,Europe,orange,40.0,2.0,70.0,40,70,2
24575,El Salvador,13.7942,-88.8965,2020-06-04,2781,52,1214,"2,781","1,214",52,1.7412516041144461,Americas,navy,76.0,1.0,28.0,76,28,1
24576,Equatorial Guinea,1.5,10.0,2020-06-04,1306,12,200,"1,306",200,12,1.7265681066113006,Africa,cyan,0.0,0.0,0.0,0,0,0
24579,Eswatini,-26.5225,31.4659,2020-06-04,300,3,201,300,201,3,1.7232643196730928,Africa,cyan,5.0,0.0,0.0,5,0,0
24580,Ethiopia,9.145,40.4897,2020-06-04,1636,18,250,"1,636",250,18,1.7287706312367723,Africa,cyan,150.0,1.0,4.0,150,4,1
24581,Fiji,-17.7134,178.065,2020-06-04,18,0,18,18,18,0,1.722163057360357,Oceania,green,0.0,0.0,3.0,0,3,0
24582,Finland,64.0,26.0,2020-06-04,6911,322,5800,"6,911","5,800",322,1.8403652122606768,Europe,orange,0.0,1.0,300.0,0,300,1
24583,Gabon,-0.8037,11.6094,2020-06-04,2955,21,818,"2,955",818,21,1.7298718935495083,Africa,cyan,53.0,1.0,17.0,53,17,1
24599,India,21.0,78.0,2020-06-04,226713,6363,108450,"226,713","108,450","6,363",4.0579404226731945,Asia,red,9889.0,275.0,4379.0,"9,889","4,379",275
24585,Georgia,42.3154,43.3569,2020-06-04,801,13,644,801,644,13,1.7269351940488793,Asia,red,1.0,0.0,4.0,1,4,0
24586,Germany,51.0,9.0,2020-06-04,184472,8635,167909,"184,472","167,909","8,635",4.891963080851848,Europe,orange,351.0,33.0,456.0,351,456,33
