,Country/Region,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1
3045,Colombia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3046,Comoros,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3047,Congo,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3048,Congo,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3049,Costa Rica,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3050,Cote d'Ivoire,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3051,Croatia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3042,Chad,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3052,Cuba,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3030,Botswana,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3028,Bolivia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3008,Afghanistan,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3009,Albania,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3010,Algeria,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3011,Andorra,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3012,Angola,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3013,Antigua and Barbuda,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3014,Argentina,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3015,Armenia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3016,Australia,2020-02-07,15,0,2,15,2,0,0.06836577025798513
3029,Bosnia and Herzegovina,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3017,Austria,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3019,Bahamas,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3020,Bahrain,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3021,Bangladesh,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3022,Barbados,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3023,Belarus,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3024,Belgium,2020-02-07,1,0,0,1,0,0,0.06836577025798513
3025,Belize,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3026,Benin,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3027,Bhutan,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3018,Azerbaijan,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3053,Cyprus,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3101,Kuwait,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3055,Denmark,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3080,Guinea-Bissau,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3081,Guyana,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3082,Haiti,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3083,Holy See,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3084,Honduras,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3085,Hungary,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3086,Iceland,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3087,India,2020-02-07,3,0,0,3,0,0,0.06836577025798513
3054,Czechia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3079,Guinea,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3089,Iran,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3091,Ireland,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3092,Israel,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3093,Italy,2020-02-07,3,0,0,3,0,0,0.06836577025798513
3094,Jamaica,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3095,Japan,2020-02-07,25,0,1,25,1,0,0.06836577025798513
3096,Jordan,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3097,Kazakhstan,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3098,Kenya,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3099,Korea South,2020-02-07,24,0,1,24,1,0,0.06836577025798513
3090,Iraq,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3078,Guatemala,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3088,Indonesia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3076,Greece,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3077,Grenada,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3056,Diamond Princess,2020-02-07,61,0,0,61,0,0,0.06836577025798513
3057,Djibouti,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3058,Dominica,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3059,Dominican Republic,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3060,Ecuador,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3062,El Salvador,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3063,Equatorial Guinea,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3064,Eritrea,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3065,Estonia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3061,Egypt,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3067,Ethiopia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3066,Eswatini,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3074,Germany,2020-02-07,13,0,0,13,0,0,0.06836577025798513
3073,Georgia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3072,Gambia,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3075,Ghana,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3070,France,2020-02-07,6,0,0,6,0,0,0.06836577025798513
3069,Finland,2020-02-07,1,0,0,1,0,0,0.06836577025798513
3068,Fiji,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3071,Gabon,2020-02-07,0,0,0,0,0,0,0.06836577025798513
3322,Nigeria,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3315,Mozambique,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3316,Namibia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3317,Nepal,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3318,Netherlands,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3319,New Zealand,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3320,Nicaragua,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3321,Niger,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3323,North Macedonia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3334,Qatar,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3325,Oman,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3326,Pakistan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3327,Panama,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3328,Papua New Guinea,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3329,Paraguay,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3330,Peru,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3331,Philippines,2020-02-08,3,1,0,3,0,1,0.07031699512750345
3332,Poland,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3333,Portugal,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3324,Norway,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3314,Morocco,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3291,Laos,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3312,Mongolia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3335,Romania,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3292,Latvia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3293,Lebanon,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3294,Lesotho,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3295,Liberia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3296,Libya,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3297,Liechtenstein,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3298,Lithuania,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3299,Luxembourg,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3300,MS Zaandam,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3301,Madagascar,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3302,Malawi,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3303,Malaysia,2020-02-08,16,0,1,16,1,0,0.06836577025798513
3304,Maldives,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3305,Mali,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3306,Malta,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3307,Mauritania,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3308,Mauritius,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3309,Mexico,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3310,Moldova,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3311,Monaco,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3313,Montenegro,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3336,Russia,2020-02-08,2,0,0,2,0,0,0.06836577025798513
3359,Switzerland,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3338,Saint Kitts and Nevis,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3364,Thailand,2020-02-08,32,0,10,32,10,0,0.06836577025798513
3365,Timor-Leste,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3366,Togo,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3367,Trinidad and Tobago,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3368,Tunisia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3369,Turkey,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3370,US,2020-02-08,11,0,0,11,0,0,0.06836577025798513
3371,Uganda,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3372,Ukraine,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3363,Tanzania,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3373,United Arab Emirates,2020-02-08,7,0,0,7,0,0,0.06836577025798513
3375,Uruguay,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3376,Uzbekistan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3377,Venezuela,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3378,Vietnam,2020-02-08,13,0,1,13,1,0,0.06836577025798513
3379,West Bank and Gaza,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3380,Western Sahara,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3381,Yemen,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3382,Zambia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3290,Kyrgyzstan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3374,United Kingdom,2020-02-08,3,0,0,3,0,0,0.06836577025798513
3337,Rwanda,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3362,Tajikistan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3360,Syria,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3339,Saint Lucia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3340,Saint Vincent and the Grenadines,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3341,San Marino,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3342,Sao Tome and Principe,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3343,Saudi Arabia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3344,Senegal,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3345,Serbia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3346,Seychelles,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3347,Sierra Leone,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3361,Taiwan*,2020-02-08,17,0,1,17,1,0,0.06836577025798513
3348,Singapore,2020-02-08,33,0,2,33,2,0,0.06836577025798513
3350,Slovenia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3351,Somalia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3352,South Africa,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3353,South Sudan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3354,Spain,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3355,Sri Lanka,2020-02-08,1,0,1,1,1,0,0.06836577025798513
3356,Sudan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3357,Suriname,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3358,Sweden,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3349,Slovakia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3383,Zimbabwe,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3289,Kuwait,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3287,Korea South,2020-02-08,24,0,1,24,1,0,0.06836577025798513
3220,Brunei,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3221,Bulgaria,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3222,Burkina Faso,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3223,Burma,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3224,Burundi,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3225,Cabo Verde,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3226,Cambodia,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3227,Cameroon,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3228,Canada,2020-02-08,7,0,0,7,0,0,0.06836577025798513
3229,Central African Republic,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3230,Chad,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3231,Chile,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3232,China,2020-02-08,36814,805,2596,"36,814","2,596",805,1.6391017902202227
3233,Colombia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3234,Comoros,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3235,Congo,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3236,Congo,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3237,Costa Rica,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3238,Cote d'Ivoire,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3219,Brazil,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3217,Bosnia and Herzegovina,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3216,Bolivia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3215,Bhutan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3288,Kosovo,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3196,Afghanistan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3197,Albania,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3198,Algeria,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3199,Andorra,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3200,Angola,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3201,Antigua and Barbuda,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3202,Argentina,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3203,Armenia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3239,Croatia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3204,Australia,2020-02-08,15,0,2,15,2,0,0.06836577025798513
3206,Azerbaijan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3207,Bahamas,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3208,Bahrain,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3209,Bangladesh,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3210,Barbados,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3211,Belarus,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3212,Belgium,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3213,Belize,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3214,Benin,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3205,Austria,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3240,Cuba,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3218,Botswana,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3242,Czechia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3267,Guinea,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3268,Guinea-Bissau,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3269,Guyana,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3270,Haiti,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3271,Holy See,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3272,Honduras,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3273,Hungary,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3275,India,2020-02-08,3,0,0,3,0,0,0.06836577025798513
3276,Indonesia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3266,Guatemala,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3277,Iran,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3279,Ireland,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3280,Israel,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3281,Italy,2020-02-08,3,0,0,3,0,0,0.06836577025798513
3282,Jamaica,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3283,Japan,2020-02-08,25,0,1,25,1,0,0.06836577025798513
3284,Jordan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3285,Kazakhstan,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3241,Cyprus,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3286,Kenya,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3278,Iraq,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3265,Grenada,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3274,Iceland,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3244,Diamond Princess,2020-02-08,61,0,0,61,0,0,0.06836577025798513
3243,Denmark,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3264,Greece,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3245,Djibouti,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3246,Dominica,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3247,Dominican Republic,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3248,Ecuador,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3249,Egypt,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3251,Equatorial Guinea,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3252,Eritrea,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3253,Estonia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3250,El Salvador,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3255,Ethiopia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3263,Ghana,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3254,Eswatini,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3261,Georgia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3260,Gambia,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3259,Gabon,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3262,Germany,2020-02-08,13,0,0,13,0,0,0.06836577025798513
3257,Finland,2020-02-08,1,0,0,1,0,0,0.06836577025798513
3256,Fiji,2020-02-08,0,0,0,0,0,0,0.06836577025798513
3258,France,2020-02-08,11,0,0,11,0,0,0.06836577025798513
3512,Norway,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3504,Namibia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3505,Nepal,2020-02-09,1,0,0,1,0,0,0.06836577025798513
3506,Netherlands,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3507,New Zealand,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3508,Nicaragua,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3509,Niger,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3510,Nigeria,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3511,North Macedonia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3513,Oman,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3523,Romania,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3515,Panama,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3516,Papua New Guinea,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3517,Paraguay,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3518,Peru,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3519,Philippines,2020-02-09,3,1,0,3,0,1,0.07031699512750345
3520,Poland,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3521,Portugal,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3522,Qatar,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3503,Mozambique,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3514,Pakistan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3502,Morocco,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3480,Latvia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3500,Mongolia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3524,Russia,2020-02-09,2,0,0,2,0,0,0.06836577025798513
3481,Lebanon,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3482,Lesotho,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3483,Liberia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3484,Libya,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3485,Liechtenstein,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3486,Lithuania,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3487,Luxembourg,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3488,MS Zaandam,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3501,Montenegro,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3489,Madagascar,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3491,Malaysia,2020-02-09,16,0,1,16,1,0,0.06836577025798513
3492,Maldives,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3493,Mali,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3494,Malta,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3495,Mauritania,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3496,Mauritius,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3497,Mexico,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3498,Moldova,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3499,Monaco,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3490,Malawi,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3525,Rwanda,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3571,Zimbabwe,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3527,Saint Lucia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3552,Thailand,2020-02-09,32,0,10,32,10,0,0.06836577025798513
3553,Timor-Leste,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3554,Togo,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3555,Trinidad and Tobago,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3556,Tunisia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3557,Turkey,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3558,US,2020-02-09,11,0,3,11,3,0,0.06836577025798513
3559,Uganda,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3560,Ukraine,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3551,Tanzania,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3561,United Arab Emirates,2020-02-09,7,0,0,7,0,0,0.06836577025798513
3563,Uruguay,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3564,Uzbekistan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3565,Venezuela,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3566,Vietnam,2020-02-09,13,0,1,13,1,0,0.06836577025798513
3567,West Bank and Gaza,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3568,Western Sahara,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3569,Yemen,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3570,Zambia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3479,Laos,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3562,United Kingdom,2020-02-09,3,0,0,3,0,0,0.06836577025798513
3526,Saint Kitts and Nevis,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3550,Tajikistan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3548,Syria,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3528,Saint Vincent and the Grenadines,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3529,San Marino,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3530,Sao Tome and Principe,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3531,Saudi Arabia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3532,Senegal,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3533,Serbia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3534,Seychelles,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3535,Sierra Leone,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3536,Singapore,2020-02-09,40,0,2,40,2,0,0.06836577025798513
3549,Taiwan*,2020-02-09,18,0,1,18,1,0,0.06836577025798513
3537,Slovakia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3539,Somalia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3540,South Africa,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3541,South Sudan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3542,Spain,2020-02-09,2,0,0,2,0,0,0.06836577025798513
3543,Sri Lanka,2020-02-09,1,0,1,1,1,0,0.06836577025798513
3544,Sudan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3545,Suriname,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3546,Sweden,2020-02-09,1,0,0,1,0,0,0.06836577025798513
3547,Switzerland,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3538,Slovenia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3478,Kyrgyzstan,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3430,Czechia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3476,Kosovo,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3408,Brunei,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3409,Bulgaria,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3410,Burkina Faso,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3411,Burma,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3412,Burundi,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3413,Cabo Verde,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3414,Cambodia,2020-02-09,1,0,0,1,0,0,0.06836577025798513
3415,Cameroon,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3416,Canada,2020-02-09,7,0,0,7,0,0,0.06836577025798513
3407,Brazil,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3417,Central African Republic,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3419,Chile,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3420,China,2020-02-09,39829,905,3219,"39,829","3,219",905,1.8342242771720536
3421,Colombia,2020-02-09,0,0,0,0,0,0,0.06836577025798513
3422,Comoros,2020-02-09,0,0,0,0,0,0,0.06836577025798513
